id_encuestado;Fecha;Edad;Genero;Pais de residencia;Nivel educativo alcanzado;Estado Nivel Ed;Ocupacion;Anio en que te hiciste fan;Album favorito;Cancion favorita ;Genero musical preferido;Primer album escuchado;Compra entradas;Cantidad de asistencia a conciertos;Compra merch oficial;Regrabación favorita;Momento de mayor impacto en mi vida;Nivel de identificación con sus canciones;Album más emotivo;Canción más emotiva;Conozco los Easter Eggs;Sigo a Taylor en redes;Soy fan de Taylor;Formo parte de grupos o foros;Participacion en debates de teorias;Interes mayor;Compra vinilo;Nivel Fanatismo
638;21/3/2024;44;3;3;3;2;3;2017;3;2;2;8;4;4;4;10;5;2;6;2;1;2;2;3;1;3;1;7
639;23/1/2024;57;1;8;6;3;5;2014;3;50;2;3;1;2;4;10;1;10;8;47;2;1;2;3;3;3;3;7
640;10/2/2024;28;1;9;1;3;4;2016;8;66;3;1;3;4;1;14;5;1;8;4;1;1;2;3;3;2;1;5
641;10/2/2024;60;3;9;1;2;1;2023;11;2;5;4;6;5;1;14;5;9;4;2;2;1;1;3;3;3;3;9
642;10/9/2024;35;3;6;2;1;2;2008;11;2;4;8;1;5;1;11;3;3;8;47;3;2;2;1;3;1;3;8
643;11/8/2024;59;3;6;2;1;2;2008;3;31;2;4;3;1;2;10;3;7;2;47;1;2;1;2;2;2;2;6
644;11/5/2024;40;2;5;6;1;5;2011;3;2;4;8;3;4;4;11;3;6;8;55;1;1;1;2;2;2;2;5
645;8/1/2024;29;3;8;1;1;5;2023;3;66;5;4;3;2;4;13;5;4;9;55;3;1;1;3;3;1;2;7
646;21/9/2024;33;2;3;6;3;1;2008;7;2;1;8;3;2;1;10;5;3;2;47;3;2;1;2;1;3;1;8
647;29/5/2024;58;1;6;6;3;5;2020;14;50;5;5;4;1;1;10;1;4;9;47;3;2;2;1;3;1;2;9
648;9/2/2024;34;2;4;3;1;1;2012;3;31;3;5;4;5;2;11;5;7;8;4;1;2;1;3;1;1;2;5
649;2/4/2024;30;3;6;4;1;3;2018;8;66;2;4;1;0;4;11;1;4;8;47;3;2;1;1;1;2;1;8
650;5/3/2024;30;1;3;4;2;5;2010;11;2;3;1;4;2;1;10;5;8;6;2;1;2;1;1;2;2;3;10
651;9/10/2024;26;1;5;3;1;1;2010;14;2;3;2;4;1;2;13;3;9;8;55;2;1;1;2;1;1;2;1
652;8/2/2024;18;1;4;3;2;5;2022;7;50;3;5;4;4;4;10;1;6;4;2;1;2;2;1;1;1;1;5
653;31/8/2024;57;2;5;3;2;3;2019;14;31;3;3;4;3;1;10;5;4;8;47;3;2;2;2;3;3;2;3
654;9/2/2024;62;3;5;4;1;3;2020;14;66;1;1;1;3;1;10;1;4;6;4;2;2;1;2;1;3;1;4
655;17/1/2024;41;1;3;6;1;3;2021;8;66;2;2;6;4;2;13;1;7;6;47;2;2;2;1;1;3;3;6
656;25/3/2024;49;3;4;4;3;1;2017;14;31;3;7;4;4;2;14;1;10;4;47;2;2;2;2;1;2;1;1
657;12/1/2024;20;3;3;1;2;5;2014;8;31;5;1;1;4;1;14;3;3;6;4;2;1;2;3;2;3;1;2
658;8/6/2024;45;1;4;4;2;3;2018;2;66;4;7;1;3;2;14;1;10;4;4;3;2;2;1;1;1;1;5
659;22/1/2024;31;3;5;3;2;3;2006;7;2;5;2;6;2;2;10;5;3;4;55;2;1;1;2;2;2;2;6
660;17/10/2024;46;2;9;1;1;5;2020;11;66;3;7;6;5;1;11;3;10;8;47;3;2;1;2;3;1;2;3
661;18/9/2024;20;1;5;1;1;5;2019;14;66;3;4;1;3;2;14;5;7;8;2;1;2;2;1;1;2;2;7
662;20/1/2024;40;3;5;6;3;5;2020;7;2;3;4;6;4;1;14;5;9;9;55;2;1;1;3;3;1;2;5
663;19/2/2024;42;2;9;3;1;2;2006;8;13;1;1;3;1;2;10;3;5;6;2;3;1;1;3;1;3;2;5
664;25/7/2024;49;2;8;3;3;4;2008;3;31;5;3;4;5;4;11;5;10;6;55;2;1;2;3;3;2;2;2
665;7/6/2024;58;2;1;1;1;4;2017;8;50;1;8;1;3;4;14;1;9;9;55;1;1;2;2;3;2;3;2
666;15/10/2024;46;2;6;3;1;3;2017;11;2;1;8;6;5;4;13;5;5;9;55;3;1;1;1;2;1;3;8
667;1/5/2024;22;1;6;3;1;2;2020;2;31;1;2;1;2;1;13;1;3;8;55;1;2;1;1;1;1;3;10
668;1/2/2024;38;2;9;1;1;3;2023;3;2;5;8;4;2;2;13;3;7;8;2;3;1;2;2;2;1;3;6
669;23/7/2024;37;3;6;4;2;4;2015;3;50;3;2;3;1;1;14;5;1;8;47;3;1;2;2;3;3;3;10
670;26/5/2024;55;2;9;2;3;1;2014;14;50;3;3;4;5;1;14;5;4;6;47;1;2;1;3;2;2;2;8
671;5/1/2024;60;1;4;4;2;5;2006;2;13;5;4;6;5;4;13;1;3;9;47;3;1;2;1;3;2;3;10
672;17/2/2024;54;3;6;1;1;4;2019;7;66;4;3;3;3;1;10;1;4;2;4;2;2;2;1;3;1;1;4
673;30/1/2024;32;2;5;4;1;1;2017;8;50;3;2;4;1;1;11;5;2;2;2;1;1;1;3;3;1;3;10
674;17/7/2024;36;1;6;3;2;4;2016;14;2;3;3;6;4;2;13;3;8;4;4;1;1;1;1;3;2;2;5
675;21/9/2024;59;1;6;6;3;2;2016;14;50;4;1;4;0;1;11;5;7;4;55;2;2;2;3;3;3;2;6
676;16/9/2024;40;3;4;6;1;3;2023;14;50;3;4;3;4;1;11;5;6;2;4;1;1;2;1;1;2;3;4
677;6/3/2024;32;1;9;2;1;4;2023;11;2;5;8;4;5;2;11;5;4;9;2;2;1;2;2;3;2;2;5
678;26/3/2024;33;3;3;3;3;2;2016;3;13;4;2;1;1;2;13;5;4;8;47;3;2;1;2;2;2;1;8
679;28/6/2024;37;2;5;4;2;4;2011;8;13;4;3;4;3;4;11;1;1;2;2;3;2;1;1;1;3;3;2
680;10/10/2024;50;3;1;2;3;3;2008;14;2;3;8;4;0;1;13;1;8;9;4;1;2;2;1;2;3;2;4
681;8/6/2024;34;3;8;4;3;2;2013;3;13;3;1;4;3;1;13;3;2;8;47;2;2;1;3;3;1;3;3
682;28/1/2024;60;1;6;2;1;3;2013;3;50;4;3;6;1;2;11;3;6;2;55;1;1;1;3;2;1;1;4
683;7/3/2024;26;1;6;3;2;1;2013;14;31;1;4;3;1;2;10;5;2;2;47;2;1;1;3;2;1;3;1
684;22/3/2024;54;2;3;6;1;2;2016;2;31;1;3;3;0;1;10;3;4;2;4;3;2;2;3;1;1;2;4
685;13/6/2024;33;2;3;1;3;3;2021;3;31;1;1;1;0;1;10;1;4;4;2;1;2;2;3;2;2;2;1
686;7/2/2024;26;2;3;6;1;4;2012;3;31;1;1;1;2;1;13;5;9;8;47;1;1;1;2;2;1;3;3
687;4/1/2024;57;1;6;1;2;5;2007;8;50;3;8;4;1;1;11;5;2;6;55;1;1;1;1;2;2;2;6
688;3/9/2024;60;3;4;6;3;4;2020;8;13;5;2;1;4;4;10;5;5;4;55;2;1;1;1;3;3;3;1
689;23/1/2024;40;1;5;6;1;1;2012;3;13;2;1;3;4;1;11;5;6;4;55;3;1;1;2;1;3;2;9
690;28/6/2024;28;3;5;2;3;4;2018;14;66;5;3;3;5;1;10;1;5;2;2;2;1;2;3;1;1;3;1
691;11/7/2024;58;2;6;2;1;4;2022;3;66;2;4;6;5;1;14;5;1;2;2;1;2;1;3;2;3;1;7
692;23/4/2024;47;2;5;1;3;3;2008;7;31;3;4;4;0;2;13;5;5;9;55;2;1;2;3;2;1;2;6
693;26/7/2024;36;1;3;2;2;5;2022;3;13;1;1;1;0;2;11;1;8;6;55;3;2;2;2;3;3;3;7
694;1/5/2024;42;1;9;6;1;1;2021;11;31;1;5;6;1;2;11;3;2;4;4;2;2;1;2;1;3;2;5
695;20/9/2024;47;1;5;2;3;3;2019;11;66;4;7;1;2;1;11;3;8;2;2;1;1;1;2;2;1;1;8
696;11/2/2024;37;3;9;2;2;1;2008;2;50;3;5;3;5;2;14;1;9;2;4;1;1;1;1;3;1;2;9
697;28/9/2024;46;1;5;4;1;2;2006;8;66;3;1;4;5;4;11;5;1;6;55;1;2;2;2;2;3;3;10
698;14/4/2024;26;3;3;4;3;5;2011;7;2;3;5;6;1;1;10;3;2;8;55;2;2;1;1;1;1;2;4
699;3/1/2024;43;3;1;3;1;5;2014;2;50;2;5;3;3;2;13;1;1;4;47;3;1;1;2;2;2;1;1
700;27/1/2024;19;1;6;6;3;4;2009;7;2;2;4;3;5;2;11;3;10;8;47;3;1;2;1;2;1;1;3
701;23/2/2024;63;2;6;2;2;2;2019;7;13;5;7;3;2;1;11;3;3;8;4;2;2;2;2;1;1;3;4
702;12/3/2024;21;2;5;4;2;2;2007;3;50;5;7;4;4;4;13;1;2;2;55;3;2;1;1;1;2;3;8
703;4/4/2024;37;1;6;2;3;1;2018;14;13;5;2;1;4;2;14;5;1;9;55;3;1;1;2;1;1;1;1
704;4/7/2024;59;3;3;1;2;2;2008;7;2;5;5;3;3;1;13;1;9;8;2;3;2;2;1;2;2;2;2
705;21/1/2024;47;2;9;4;1;4;2021;14;13;4;5;4;5;2;11;5;2;9;4;3;2;2;2;1;1;1;1
706;25/2/2024;21;2;1;4;1;2;2016;14;13;1;5;4;1;2;13;3;4;9;55;2;2;2;1;1;3;2;5
707;28/5/2024;52;1;5;4;1;1;2020;2;66;5;4;3;0;1;13;1;10;9;2;3;2;1;2;3;2;3;2
708;22/4/2024;55;3;3;4;1;5;2013;14;66;5;7;6;0;2;13;3;3;6;47;1;2;2;3;3;2;3;1
709;10/1/2024;22;1;4;1;1;4;2016;14;66;4;1;3;1;2;14;5;6;2;55;1;1;2;2;3;1;2;3
710;2/3/2024;59;2;5;3;2;3;2018;3;31;3;5;1;2;1;10;3;7;8;2;1;2;1;1;3;2;1;4
711;18/3/2024;60;1;4;2;1;5;2015;11;50;2;1;1;2;2;11;3;3;8;47;2;1;2;2;2;3;1;5
712;31/3/2024;23;1;8;4;2;3;2013;14;31;4;4;4;2;4;14;1;7;4;2;1;1;1;1;1;2;2;5
713;24/7/2024;44;1;3;3;3;5;2006;3;31;4;7;1;5;1;11;1;6;8;47;1;2;1;3;1;3;3;6
714;7/5/2024;19;1;9;3;3;4;2023;8;31;3;3;1;0;4;14;3;10;2;4;2;2;1;3;1;3;3;7
715;31/1/2024;38;2;4;2;3;4;2013;14;2;3;1;3;1;1;14;3;9;4;2;1;2;2;3;2;1;2;4
716;30/1/2024;23;2;8;4;1;5;2010;2;31;4;4;1;5;2;14;3;1;4;2;2;2;2;1;2;1;2;10
717;24/1/2024;64;1;6;3;3;1;2006;2;66;1;7;4;2;4;14;5;1;8;47;1;2;1;2;2;2;1;8
718;12/2/2024;30;1;4;1;2;4;2021;8;50;4;8;3;3;2;13;3;9;9;55;3;2;1;1;1;3;3;6
719;22/3/2024;50;1;5;4;3;1;2017;8;13;1;8;6;0;2;14;1;9;8;55;3;1;1;1;1;1;1;9
720;3/4/2024;41;1;6;1;1;1;2008;2;50;3;5;4;1;4;10;5;2;8;55;3;1;2;1;1;2;1;10
721;11/10/2024;49;1;9;2;1;5;2006;3;66;2;1;4;3;1;14;1;10;6;2;2;1;2;3;2;1;3;5
722;13/8/2024;44;2;5;1;3;5;2021;14;13;4;7;6;4;2;11;3;7;8;4;2;2;1;3;2;2;2;6
723;23/10/2024;51;1;9;6;3;3;2022;14;50;1;4;3;4;4;10;3;8;6;2;3;1;1;1;2;3;1;10
724;4/10/2024;62;1;6;1;1;2;2015;8;66;1;5;4;0;2;11;1;3;4;2;1;2;1;2;2;2;2;9
725;6/3/2024;46;1;6;3;3;3;2018;14;31;2;3;6;5;2;11;1;7;2;2;1;1;2;1;1;1;3;10
726;31/1/2024;39;1;6;6;1;2;2012;2;31;4;4;3;1;4;13;5;9;2;47;1;1;1;3;2;3;1;1
727;24/8/2024;43;2;8;4;2;3;2013;2;13;5;7;3;3;4;10;1;7;8;55;1;1;1;3;1;2;1;10
728;30/3/2024;47;2;6;4;1;3;2009;8;13;5;4;3;0;2;13;3;4;8;2;2;2;1;3;1;1;2;7
729;10/5/2024;51;1;6;3;2;2;2014;2;31;3;8;1;3;2;10;1;3;2;55;3;1;1;1;2;3;2;4
730;12/1/2024;25;1;6;2;2;5;2020;2;50;1;4;6;0;2;10;1;7;8;55;1;1;2;3;1;3;3;3
731;5/5/2024;37;1;4;3;3;4;2009;2;2;2;1;1;5;4;11;3;9;6;2;2;1;2;3;3;2;2;10
732;30/8/2024;56;3;9;3;2;1;2011;8;31;4;4;4;4;4;10;1;8;6;2;2;1;1;2;1;1;3;2
733;29/9/2024;60;2;3;3;3;5;2010;7;31;1;5;4;3;4;13;3;7;2;55;1;2;2;1;2;3;2;2
734;18/3/2024;38;3;8;3;2;5;2021;8;66;4;4;4;5;1;13;1;4;9;47;3;1;1;2;3;3;1;10
735;12/8/2024;41;3;4;2;3;1;2021;7;50;1;4;6;4;2;14;5;8;9;2;3;2;2;1;1;2;1;8
736;19/7/2024;25;3;6;4;3;4;2019;14;66;3;4;6;1;1;11;3;8;8;47;3;1;1;1;1;1;3;5
737;15/6/2024;42;3;5;2;1;5;2022;14;2;2;2;6;4;2;11;1;3;6;47;2;1;1;1;2;3;2;4
738;18/6/2024;42;1;6;4;2;2;2018;14;50;1;5;1;2;4;11;1;8;4;2;1;1;2;3;2;3;2;5
739;21/3/2024;32;1;6;6;3;2;2012;7;13;1;2;3;3;1;13;3;7;2;2;1;2;1;2;2;3;2;8
740;22/10/2024;40;3;1;6;2;2;2011;11;31;5;2;6;4;4;11;1;6;9;47;3;1;2;1;3;3;1;10
741;29/4/2024;49;2;6;1;3;2;2012;7;2;4;2;1;5;4;13;1;10;8;47;3;2;1;1;2;1;1;7
742;1/4/2024;52;2;6;6;1;4;2011;11;13;1;1;3;4;2;14;1;2;4;47;3;1;1;2;2;1;3;5
743;16/9/2024;26;1;3;3;1;2;2012;7;2;1;5;6;0;2;13;1;7;8;2;2;1;1;3;3;2;1;7
744;23/10/2024;42;2;5;3;2;3;2007;7;50;1;7;3;3;2;10;1;5;6;47;2;2;2;3;1;3;2;2
745;19/5/2024;25;2;3;2;3;3;2008;11;13;2;3;6;1;1;10;1;5;4;2;3;1;1;1;1;2;3;2
746;26/4/2024;63;2;6;2;1;4;2010;3;13;1;1;3;0;1;14;3;7;8;4;1;2;1;1;1;3;1;8
747;19/8/2024;49;1;9;4;1;2;2011;14;13;2;7;6;1;4;14;3;9;4;55;1;2;2;2;3;1;3;6
748;29/6/2024;60;3;6;4;3;2;2022;7;13;2;7;6;4;2;14;1;1;9;4;3;2;2;1;1;3;1;6
749;27/1/2024;35;1;5;2;3;5;2007;7;13;1;4;4;2;1;10;1;4;4;47;1;2;1;3;2;1;3;4
750;29/9/2024;38;1;8;3;1;4;2022;2;2;1;3;4;5;1;11;3;4;9;2;3;2;1;1;1;3;1;1
751;17/9/2024;63;3;5;6;3;3;2021;7;2;5;3;1;1;4;14;5;7;8;2;2;2;2;2;2;1;1;4
752;23/5/2024;61;3;5;1;2;5;2014;14;2;4;4;4;2;4;14;3;1;6;47;3;2;1;2;1;3;1;1
753;20/10/2024;20;1;4;2;3;3;2007;2;13;2;3;3;1;1;13;5;8;9;55;1;2;2;1;1;2;2;9
754;5/9/2024;48;1;4;2;3;4;2014;3;31;3;2;6;5;2;13;5;10;9;2;3;2;2;3;2;3;3;8
755;17/6/2024;31;3;3;4;2;1;2011;8;31;4;5;3;4;1;11;1;8;2;55;3;2;2;3;2;2;3;7
756;11/10/2024;26;3;8;1;2;2;2018;7;13;2;1;4;4;2;13;3;6;8;2;2;2;1;2;3;2;1;3
757;30/4/2024;40;1;3;2;3;3;2010;11;2;1;7;4;2;4;11;3;10;8;2;2;1;1;3;3;2;1;6
758;24/4/2024;44;2;3;6;2;5;2014;8;13;1;5;4;4;1;13;5;8;4;55;3;2;1;1;3;2;2;2
759;1/5/2024;28;2;5;6;2;5;2019;8;50;2;8;3;4;2;14;3;3;4;47;1;1;1;3;3;1;1;5
760;25/4/2024;54;1;4;4;3;3;2013;2;31;4;5;4;5;2;14;5;9;4;55;3;2;2;2;1;1;2;2
761;12/3/2024;41;1;1;2;3;1;2014;14;2;1;2;6;3;4;11;3;9;6;47;3;1;2;2;2;1;1;9
762;8/2/2024;41;3;6;1;3;5;2022;2;66;2;1;1;5;4;14;1;1;4;55;3;1;1;1;2;3;3;3
763;13/9/2024;38;2;5;4;3;1;2009;8;50;4;1;1;0;1;13;5;3;6;47;1;1;1;1;2;2;2;6
764;19/6/2024;41;1;4;4;2;3;2008;8;13;5;4;6;1;4;14;5;2;4;2;2;1;1;1;1;2;3;9
765;31/8/2024;39;1;8;3;2;1;2013;7;66;5;5;1;4;2;11;3;4;2;55;2;1;1;2;1;2;3;7
766;2/6/2024;28;1;4;6;1;4;2015;2;13;4;1;6;4;1;11;1;8;8;47;1;2;1;1;3;2;1;8
767;19/6/2024;44;3;1;6;3;2;2014;14;66;5;2;3;1;1;11;1;2;2;47;3;2;1;1;2;3;1;3
768;6/3/2024;49;1;3;6;2;1;2010;11;2;3;8;4;5;4;10;5;9;2;4;3;2;1;2;1;3;3;7
769;22/6/2024;52;1;9;3;1;4;2009;11;2;1;1;3;3;4;11;3;1;2;4;3;1;1;3;1;2;3;3
770;5/2/2024;29;2;8;1;2;3;2021;2;31;1;3;6;5;4;10;5;5;9;2;3;2;1;3;3;1;1;1
771;22/6/2024;38;2;3;4;2;5;2014;2;66;1;5;1;0;2;13;3;10;8;55;1;1;2;2;2;1;3;6
772;19/5/2024;39;2;5;4;1;1;2023;3;66;2;2;6;4;4;10;3;4;2;4;2;1;2;2;2;1;2;1
773;25/3/2024;39;3;1;4;2;1;2018;2;13;4;3;4;1;4;10;3;1;8;55;1;1;1;1;1;3;3;3
774;7/6/2024;43;3;5;4;2;1;2023;2;31;1;2;1;3;4;11;5;10;9;55;3;2;2;1;1;3;3;6
775;20/5/2024;57;3;6;3;1;2;2019;8;50;5;7;1;5;1;13;5;10;9;4;2;2;2;3;1;2;1;4
776;22/5/2024;24;3;6;1;1;2;2006;7;66;4;5;6;3;2;11;5;7;6;47;3;1;2;2;3;3;3;3
777;21/8/2024;22;1;1;6;2;2;2018;3;50;2;5;3;2;1;11;5;1;8;55;1;2;1;1;3;1;1;2
778;9/10/2024;36;2;3;3;2;5;2019;8;50;4;7;3;5;2;10;1;2;9;55;3;2;2;1;2;2;3;5
779;7/1/2024;47;3;1;6;2;1;2017;7;2;2;5;3;5;4;10;5;7;9;55;2;2;1;2;1;2;3;2
780;14/1/2024;33;2;3;6;3;5;2021;2;31;1;2;4;2;2;10;1;10;9;4;1;2;2;1;1;3;2;5
781;18/5/2024;63;3;8;3;3;3;2020;2;31;4;5;1;5;4;14;1;4;6;4;2;2;1;2;1;1;3;2
782;18/1/2024;50;1;8;4;3;1;2011;2;66;4;1;3;2;1;10;5;10;9;55;3;1;1;3;2;2;2;2
783;22/4/2024;58;2;3;3;2;5;2013;14;66;2;3;4;5;1;13;3;3;4;4;1;1;2;1;2;3;1;3
784;11/4/2024;18;1;1;2;2;5;2014;14;31;5;2;6;4;2;11;3;7;4;47;1;2;1;3;2;2;2;9
785;22/3/2024;35;3;1;4;2;5;2011;2;50;2;1;4;0;2;10;5;9;8;55;3;2;1;1;2;1;2;1
786;10/8/2024;58;3;4;2;1;5;2016;2;31;4;8;1;2;1;14;5;10;4;47;3;1;1;1;1;2;2;4
787;1/2/2024;38;3;1;4;1;5;2020;2;31;5;3;1;0;1;10;5;4;2;55;2;2;1;1;3;1;3;1
788;17/3/2024;59;3;8;6;2;4;2020;3;50;4;7;3;2;1;10;1;9;9;2;1;1;2;1;1;3;2;6
789;28/6/2024;30;3;8;4;2;3;2011;7;50;5;1;1;1;2;11;1;3;9;4;2;1;1;3;3;2;3;9
790;7/7/2024;44;3;3;6;2;3;2012;7;2;5;2;1;3;1;13;3;6;9;4;2;2;2;1;2;1;2;1
791;18/4/2024;18;3;8;1;1;2;2012;8;13;2;2;4;0;4;13;5;6;6;2;2;1;2;2;1;1;3;9
792;12/2/2024;36;1;4;1;3;2;2011;11;31;2;1;3;1;1;10;1;6;8;4;1;1;2;3;1;2;3;9
793;10/8/2024;42;2;6;1;2;3;2023;14;31;4;4;1;5;4;13;3;2;9;47;3;1;2;1;1;3;2;5
794;10/1/2024;56;2;5;2;1;3;2015;14;2;5;3;3;4;2;14;5;3;8;55;3;1;2;1;2;2;3;2
795;11/10/2024;35;2;8;3;1;3;2007;3;50;4;7;3;4;4;11;1;4;8;55;2;1;1;2;2;3;1;2
796;6/9/2024;22;3;9;4;2;1;2022;8;66;1;8;4;0;4;11;3;6;8;2;1;2;1;1;2;1;1;9
797;11/5/2024;18;2;1;6;1;5;2023;8;2;3;4;4;0;1;14;3;1;4;2;1;1;1;1;1;3;2;7
798;13/10/2024;45;2;4;6;2;1;2020;11;2;1;4;4;3;1;10;5;10;6;2;1;2;2;1;1;3;3;10
799;26/3/2024;38;1;6;4;2;1;2022;3;2;5;3;1;5;2;13;5;3;4;2;2;1;2;1;2;3;2;6
800;24/6/2024;40;2;4;4;3;4;2022;11;66;3;1;6;0;4;13;1;7;2;47;3;2;1;3;2;2;3;4
801;10/8/2024;54;3;1;2;2;1;2015;7;50;2;8;3;1;2;14;3;8;8;47;2;1;1;1;1;1;2;7
802;14/4/2024;63;1;9;2;1;4;2022;7;13;5;4;4;4;1;11;3;1;6;2;1;2;2;2;3;1;1;1
803;21/6/2024;43;3;5;1;1;4;2012;8;50;2;5;6;1;1;11;5;6;2;55;1;1;2;3;2;2;3;6
804;24/1/2024;33;2;3;2;1;1;2017;14;13;4;8;1;1;4;13;1;1;8;2;1;2;2;1;3;1;3;6
805;26/6/2024;34;3;5;2;3;1;2018;7;31;2;2;1;2;4;14;1;4;2;55;3;2;1;3;1;1;1;1
806;20/1/2024;41;1;8;4;2;3;2022;14;2;5;3;3;1;1;11;3;9;9;4;1;1;2;3;1;1;1;4
807;19/1/2024;62;1;5;6;2;1;2017;8;2;4;5;3;0;2;13;3;1;8;47;2;2;1;1;1;2;2;7
808;16/6/2024;59;1;8;4;2;5;2017;8;2;4;1;6;4;2;10;1;9;6;47;3;2;1;2;3;2;3;9
809;19/10/2024;24;2;3;4;1;1;2015;2;2;1;3;3;5;4;13;1;10;2;2;1;2;2;3;2;3;1;3
810;8/10/2024;42;1;3;2;1;2;2010;11;2;2;3;6;4;2;13;1;3;6;55;1;2;2;2;1;1;3;7
811;3/7/2024;53;1;6;1;2;2;2016;7;50;2;8;6;5;4;13;5;10;2;4;3;1;1;3;2;1;1;4
812;8/4/2024;44;1;9;3;3;2;2010;11;2;1;2;3;2;4;11;1;6;6;2;1;1;2;3;3;2;1;2
813;27/8/2024;27;1;6;6;2;1;2013;14;66;3;5;6;0;4;11;5;5;9;47;3;1;1;1;2;2;1;3
814;16/10/2024;62;1;6;1;2;3;2012;14;2;2;7;6;1;2;13;3;6;8;55;2;1;1;2;2;1;3;5
815;10/10/2024;49;2;6;2;1;4;2022;14;66;1;2;4;3;4;13;5;9;2;2;2;2;1;2;2;3;1;8
816;19/1/2024;56;3;4;4;3;3;2015;2;2;3;8;3;3;1;13;5;6;8;47;2;1;2;1;1;3;3;9
817;4/5/2024;38;3;8;2;3;5;2011;2;2;3;5;4;4;1;13;3;5;9;4;1;1;1;3;2;1;3;7
818;20/1/2024;41;1;5;2;2;5;2021;11;31;5;2;4;4;2;13;3;5;9;55;2;1;1;1;2;3;1;7
819;13/6/2024;52;3;4;3;1;5;2009;14;2;4;7;3;0;1;11;5;6;9;2;2;2;2;2;2;2;2;10
820;2/8/2024;22;1;1;3;2;5;2021;11;50;4;3;4;0;4;11;1;2;9;47;1;2;2;3;3;3;1;1
821;2/5/2024;20;3;4;6;3;4;2021;7;31;5;2;3;3;2;11;3;7;9;4;2;2;2;2;2;2;2;8
822;24/2/2024;51;2;6;4;1;1;2019;11;2;4;4;1;1;1;14;1;10;8;55;2;1;2;3;3;1;3;9
823;14/2/2024;38;2;9;3;3;1;2016;11;66;4;1;3;2;4;11;3;3;2;4;3;1;2;1;2;3;2;1
824;8/2/2024;36;1;4;1;3;5;2011;11;50;5;2;4;2;2;10;1;8;8;47;2;1;2;2;2;3;1;4
825;23/8/2024;26;3;3;3;3;2;2022;2;66;5;7;1;5;2;10;5;10;6;4;3;1;1;2;1;2;1;6
826;9/3/2024;50;2;4;2;2;1;2010;8;13;1;7;6;5;1;10;1;5;4;2;2;1;1;1;1;1;1;2
827;1/4/2024;43;3;9;6;3;2;2006;2;13;2;5;1;0;4;13;3;10;9;55;3;1;1;1;3;1;3;5
828;26/1/2024;19;2;9;1;3;4;2021;14;31;5;2;6;5;2;11;1;9;4;47;3;1;2;1;1;1;2;7
829;6/9/2024;39;3;5;6;3;1;2008;3;2;4;4;3;2;2;11;3;10;6;4;1;1;1;2;3;1;1;2
830;9/5/2024;61;2;3;1;1;1;2011;7;13;4;1;3;1;1;11;5;8;6;55;3;1;1;3;3;1;3;8
831;11/6/2024;30;1;8;3;2;4;2023;8;13;4;5;3;3;2;10;1;5;4;4;1;1;2;3;1;2;2;5
832;21/2/2024;30;3;8;3;3;4;2008;2;66;4;7;3;0;4;14;3;2;6;4;2;2;2;3;2;1;3;3
833;6/9/2024;48;3;1;3;2;3;2016;3;2;5;5;3;3;1;10;3;10;8;55;2;1;2;2;2;3;3;6
834;25/2/2024;60;2;5;3;2;5;2018;14;66;5;5;4;5;4;11;5;6;9;4;3;1;2;2;3;1;2;10
835;30/8/2024;32;2;1;6;3;2;2014;14;2;5;2;4;5;4;11;5;5;6;4;1;1;2;3;3;3;1;3
836;14/9/2024;32;3;5;2;3;5;2022;3;66;4;5;1;0;2;13;3;1;9;55;3;2;2;3;1;2;3;9
837;29/7/2024;47;1;3;3;3;3;2020;3;50;4;8;4;4;4;11;1;4;2;47;1;1;1;3;3;3;3;6
838;23/5/2024;33;1;4;2;2;5;2020;11;66;2;5;6;3;1;13;3;4;9;47;2;2;1;1;1;3;3;4
839;24/1/2024;21;1;8;4;1;5;2009;14;2;1;7;1;0;2;11;3;8;9;2;3;2;1;2;3;1;3;4
840;24/9/2024;57;1;3;2;2;3;2009;14;2;5;7;3;4;2;11;3;2;8;47;2;1;1;3;1;1;2;8
841;1/9/2024;29;2;6;2;2;3;2016;3;50;5;7;3;3;2;14;3;7;9;55;1;2;1;2;2;3;3;3
842;26/2/2024;60;1;5;4;3;3;2020;7;2;4;3;1;2;4;10;3;3;2;47;1;2;2;1;1;2;1;1
843;11/1/2024;25;2;3;1;1;1;2009;11;66;5;2;1;2;4;13;5;4;4;55;2;1;1;1;2;1;3;7
844;26/7/2024;56;3;3;1;3;2;2022;11;50;4;2;3;5;1;13;3;5;6;2;2;2;2;1;2;1;2;2
845;5/8/2024;60;1;3;3;2;4;2009;7;31;5;7;4;5;4;10;3;4;8;4;1;1;1;1;1;1;2;6
846;5/2/2024;58;1;6;4;1;2;2007;7;13;5;1;4;5;2;14;3;1;6;2;2;2;2;3;1;2;1;2
847;25/1/2024;30;2;8;1;2;3;2011;11;31;2;2;3;4;4;11;5;2;6;47;2;2;2;3;3;3;1;8
848;23/8/2024;35;3;3;1;3;5;2017;8;2;4;2;3;2;2;13;5;6;9;4;3;1;1;3;2;2;3;4
849;25/8/2024;41;1;3;4;2;3;2011;3;50;2;8;1;4;4;14;1;3;4;55;2;2;2;2;2;3;1;5
850;15/3/2024;37;2;3;2;2;4;2007;7;66;1;5;4;5;1;14;1;3;4;55;2;1;1;3;2;3;2;7
851;27/8/2024;29;3;1;6;1;2;2009;2;31;4;2;1;2;1;11;3;10;8;47;3;1;1;1;2;1;1;6
